teacherid,year,mathscore,numaides,treatment,schoolid,grade,yr1_treatment
30091,2011,1256.3043,2,1,9,3,2012
30092,2011,1151,2,1,9,3,2012
30093,2011,1038.1852,2,1,10,3,2011
30094,2011,1118.4828,2,0,10,3,0
30095,2011,1192.5358,2,1,10,3,2011
30096,2011,1033.6666,2,0,10,3,0
30097,2011,1075.0834,2,0,10,3,0
30098,2011,1211.9667,2,0,11,3,0
30099,2011,1142.8,2,0,11,3,0
30100,2011,1089.2307,2,0,11,3,0
30101,2011,1124.6522,2,0,11,3,0
30102,2011,1053.7587,2,0,11,3,0
30103,2011,1155.9565,4,1,11,3,2009
30104,2011,1211.5483,4,1,12,3,2007
30105,2011,1160.8636,2,0,12,3,0
30106,2011,1284.7693,4,1,12,3,2009
30107,2011,1190.069,2,0,12,3,0
30108,2011,1077.6,2,0,12,3,0
30109,2011,1194.2307,4,1,13,3,2007
30110,2011,1114.125,4,1,13,3,2005
30111,2011,1085.2,2,0,13,3,0
30112,2011,1163.1072,2,0,13,3,0
30113,2011,1264.24,4,1,13,3,2009
30114,2011,1159.2858,2,0,13,3,0
30115,2011,1144.4231,2,0,14,3,0
30116,2011,1166.9656,2,0,14,3,0
30117,2011,1105.7813,2,0,14,3,0
30118,2011,1078.4482,2,0,14,3,0
30119,2011,1158,2,1,14,3,2011
30120,2011,1041.9259,2,0,15,3,0
30121,2011,1197.1613,2,0,15,3,0
30122,2011,1121.5769,4,1,15,3,2009
30123,2011,1084.1923,2,0,15,3,0
30124,2011,1141.2693,2,0,15,3,0
30125,2011,1150.4348,2,0,15,3,0
30126,2011,1121.5518,2,0,16,3,0
30127,2011,1082.7,2,0,16,3,0
30128,2011,1147.6923,4,1,16,3,2008
30129,2011,1187.1428,4,1,16,3,2009
30130,2011,1176.8276,2,0,17,3,0
30131,2011,1211.92,2,0,17,3,0
30132,2011,1145.9,2,0,17,3,0
30133,2011,994.96429,4,1,17,3,2006
30134,2011,1076.2174,2,0,18,3,0
30135,2011,1116.0938,2,1,18,3,2011
30136,2011,1058.3478,2,0,18,3,0
30137,2011,1139.4348,4,1,18,3,2005
30138,2011,1063.2413,4,1,18,3,2005
30139,2011,1239.7693,4,1,19,3,2007
30140,2011,1176.5238,4,1,19,3,2009
30141,2011,1034.0769,2,0,19,3,0
30142,2011,1225.0869,2,0,19,3,0
30143,2011,1220.3914,2,1,19,3,2011
30144,2011,1058.871,2,0,19,3,0
30145,2011,1149.1111,2,1,19,3,2011
30146,2011,1105.1379,2,0,20,3,0
30147,2011,1221.1666,2,1,20,3,2012
30148,2011,1203.4642,2,0,20,3,0
30149,2011,1099.2,2,0,20,3,0
30150,2011,1139.6428,2,0,20,3,0
30151,2011,1175.4193,4,1,20,3,2006
30152,2011,1228.5807,5,1,21,3,2007
30153,2011,1211.28,2,0,21,3,0
30154,2011,1324.5601,4,1,21,3,2004
30155,2011,1295.8334,4,1,21,3,2008
30156,2011,1140.6428,2,1,21,3,2011
30157,2011,1149.6666,2,1,22,3,2012
30158,2011,1162.2916,4,1,22,3,2010
30159,2011,1180.5714,4,1,22,3,2005
30160,2011,1152.3871,4,1,22,3,2010
30161,2011,1104,2,0,22,3,0
30162,2011,1160,2,1,22,3,2012
30163,2011,1074.4193,2,0,23,3,0
30164,2011,1184.4193,2,0,23,3,0
30165,2011,1204.7333,4,1,23,3,2005
30166,2011,1096.5,2,0,23,3,0
30167,2011,1116.9166,2,1,23,3,2012
30168,2011,1074.2858,2,0,23,3,0
30169,2011,1147.6,2,0,24,3,0
30170,2011,1229.3704,4,1,24,3,2006
30171,2011,1156.5652,2,0,24,3,0
30172,2011,1142.4828,2,0,24,3,0
30173,2011,1176.08,4,1,25,3,2006
30174,2011,1232.4091,4,1,25,3,2007
30175,2011,1144.6,2,0,25,3,0
30176,2011,1150.5938,4,1,25,3,2004
30177,2011,1152.3549,2,0,25,3,0
30178,2011,1016.8696,2,0,26,3,0
30179,2011,1069,2,0,26,3,0
30180,2011,1169.2759,4,1,26,3,2005
30181,2011,1162.6666,2,0,26,3,0
30182,2011,1032.0333,2,0,26,3,0
30183,2011,1155.3214,4,1,27,3,2007
30184,2011,1205.4166,2,0,27,3,0
30185,2011,1061.5313,4,1,27,3,2004
30186,2011,1174.52,4,1,27,3,2006
30187,2011,1205.1875,2,0,27,3,0
30188,2011,1212.0869,2,1,27,3,2012
30189,2011,1224.3103,2,0,27,3,0
30190,2011,1234.6522,2,0,28,3,0
30191,2011,1214.9259,4,1,28,3,2010
30192,2011,1193.4399,4,1,28,3,2010
30193,2011,1171,2,1,28,3,2012
30194,2011,1249.826,2,0,29,3,0
30195,2011,1097.7307,2,0,29,3,0
30196,2011,1178.8214,4,1,29,3,2004
30197,2011,1168.0952,2,0,29,3,0
30198,2011,1147.3928,2,0,29,3,0
30199,2011,1149.1786,4,1,29,3,2008
30200,2011,1023.3913,2,0,30,3,0
30201,2011,1051.3704,2,0,30,3,0
30202,2011,1086.9259,2,0,30,3,0
30203,2011,1127.52,4,1,30,3,2004
30204,2011,1054.5172,3,1,30,3,2004
30205,2011,1151.48,4,1,30,3,2008
30206,2011,1314.0968,4,1,30,3,2009
30207,2011,1054.7693,2,0,31,3,0
30208,2011,1247.5238,4,1,31,3,2006
30209,2011,1121.5,4,1,31,3,2009
30210,2011,1250.2916,2,0,31,3,0
30211,2011,1190.7307,2,0,31,3,0
30212,2011,1110.3478,2,0,31,3,0
30213,2011,1137.6666,2,0,31,3,0
30214,2011,1139.1034,2,0,32,3,0
30215,2011,1085.4,2,0,32,3,0
30216,2011,1148.8636,2,0,32,3,0
30217,2011,1222.8125,4,1,32,3,2006
30218,2011,1223.8387,2,0,32,3,0
30219,2011,1184.24,4,1,32,3,2007
30220,2011,1217.0625,4,1,33,3,2004
30221,2011,1093.0385,2,0,33,3,0
30222,2011,1198,2,1,33,3,2011
30223,2011,1200.238,2,0,33,3,0
30224,2011,1017.1852,2,0,33,3,0
30225,2011,1227.9231,4,1,33,3,2004
30226,2011,1216,2,0,34,3,0
30227,2011,1150.88,4,1,34,3,2005
30228,2011,1108.8518,2,1,34,3,2011
30229,2011,1045.619,2,0,34,3,0
30230,2011,1170.9667,2,1,34,3,2012
30231,2011,1167.5555,2,0,34,3,0
30232,2011,1083.7727,2,0,35,3,0
30233,2011,1158.3214,2,0,35,3,0
30234,2011,1065.6666,2,0,35,3,0
30235,2011,1040.6333,2,0,35,3,0
30236,2011,1234.9131,4,1,36,3,2009
30237,2011,1179.0454,4,1,36,3,2007
30238,2011,1270.28,4,1,36,3,2008
30239,2011,1233.5555,2,0,36,3,0
30240,2011,1166.5358,2,0,36,3,0
30241,2011,1145.0769,2,0,37,3,0
30242,2011,1161.2069,2,1,37,3,2012
30243,2011,1315.7142,2,0,37,3,0
30244,2011,1064.76,2,0,37,3,0
30245,2011,1321.5238,4,1,37,3,2006
30246,2011,1172.5,2,0,37,3,0
30247,2011,1095.0358,2,1,38,3,2012
30248,2011,1085.3043,2,0,38,3,0
30249,2011,1154.96,4,1,38,3,2006
30250,2011,1284.6923,4,1,38,3,2009
30251,2011,1137.5,4,1,38,3,2008
30252,2011,1278.04,2,0,38,3,0
30253,2011,1199.0454,4,1,38,3,2004
30254,2011,1122.6207,2,0,39,3,0
30255,2011,1169.2,2,0,39,3,0
30256,2011,1148.3334,4,1,39,3,2007
30257,2011,1123.9667,2,0,39,3,0
30258,2011,1096.4762,2,0,39,3,0
30259,2011,1165.6818,4,1,39,3,2007
30260,2011,1183.6364,4,1,39,3,2010
30261,2011,1040.3,2,1,40,3,2012
30262,2011,1122.6774,2,0,40,3,0
30263,2011,1130.0909,2,0,40,3,0
30264,2011,1083.4517,2,0,40,3,0
30265,2011,1181.6563,2,0,41,3,0
30266,2011,1028.381,2,0,41,3,0
30267,2011,1161.7084,4,1,41,3,2010
30268,2011,1170,2,0,41,3,0
30269,2011,1202.3125,2,0,41,3,0
30270,2011,1258.9,4,1,41,3,2005
30271,2011,1114.9667,2,0,41,3,0
30272,2011,1207.6296,4,1,42,3,2004
30273,2011,1078.7142,2,0,42,3,0
30274,2011,1214.12,4,1,42,3,2009
30275,2011,1104.6522,2,0,42,3,0
30276,2011,1228.5909,2,0,42,3,0
30277,2011,1199.4762,4,1,42,3,2007
30278,2011,1120.9333,2,0,43,3,0
30279,2011,1269.1613,2,0,43,3,0
30280,2011,1132.12,2,1,43,3,2011
30281,2011,1212.5,2,0,43,3,0
30282,2011,1153.2858,4,1,43,3,2004
30283,2011,1171.3928,2,0,44,3,0
30284,2011,1196.4762,2,1,44,3,2011
30285,2011,1165.7,2,1,44,3,2012
30286,2011,1065.3871,2,0,44,3,0
30287,2011,1086.84,2,0,44,3,0
30288,2011,1223.5,4,1,44,3,2009
30289,2011,1154.6522,5,1,44,3,2006
40001,2011,891.3913,2,0,1,4,0
40002,2011,1053.4166,2,1,2,4,2011
40003,2011,1109.0769,2,0,3,4,0
40004,2011,1170.5601,2,1,4,4,2011
40005,2011,1117.1379,2,0,5,4,0
40006,2011,1175.4399,2,0,6,4,0
40007,2011,1023.7143,2,0,7,4,0
40008,2011,1196.8334,4,1,8,4,2005
40009,2011,1214.5652,2,0,9,4,0
40010,2011,1097.9656,2,0,10,4,0
40011,2011,1091.875,2,0,11,4,0
40012,2011,1167.6563,4,1,12,4,2008
40013,2011,992.04346,2,0,13,4,0
40014,2011,1215.6801,2,1,14,4,2012
40015,2011,1167.2593,4,1,15,4,2010
40016,2011,1164.7188,4,1,16,4,2006
40017,2011,1244.1305,4,1,17,4,2005
40018,2011,1182.1538,2,0,18,4,0
40019,2011,1161.9667,2,0,19,4,0
40020,2011,1252.3214,4,1,20,4,2009
40021,2011,1037.8077,2,0,21,4,0
40022,2011,1191.3871,2,0,22,4,0
40023,2011,1196.125,2,1,23,4,2012
40024,2011,1165.1305,4,1,24,4,2010
40025,2011,1178.2759,4,1,25,4,2009
40026,2011,1190.1154,2,0,26,4,0
40027,2011,1210.5714,2,0,27,4,0
40028,2011,1217.6563,2,0,28,4,0
40029,2011,1098.4166,2,0,29,4,0
40030,2011,1028.5385,2,0,30,4,0
40031,2011,1232.1818,2,1,31,4,2012
40032,2011,1093.625,2,0,32,4,0
40033,2011,1095.7587,2,0,33,4,0
40034,2011,1117.2693,4,1,34,4,2005
40035,2011,1152.0909,3,1,35,4,2010
40036,2011,1068.4615,2,0,36,4,0
40037,2011,1167.619,2,0,37,4,0
40038,2011,1117.5385,4,1,38,4,2006
40039,2011,1228.6552,4,1,39,4,2007
40040,2011,1075.7858,2,0,40,4,0
40041,2011,1216.6072,4,1,41,4,2007
40042,2011,1048.037,2,0,42,4,0
40043,2011,1072.9286,2,0,43,4,0
40044,2011,1149.52,2,0,44,4,0
40045,2011,1024.6086,2,0,1,4,0
40046,2011,1117.3448,2,0,1,4,0
40047,2011,1067.7587,2,0,1,4,0
40048,2011,1022.5909,4,1,1,4,2008
40049,2011,1157.4445,4,1,1,4,2009
40050,2011,1022.16,2,0,1,4,0
40051,2011,1185.826,4,1,2,4,2006
40052,2011,1234.0358,4,1,2,4,2010
40053,2011,1167.75,4,1,2,4,2006
40054,2011,1224.7916,4,1,2,4,2010
40055,2011,1181.5172,2,0,2,4,0
40056,2011,1253.3549,4,1,3,4,2004
40057,2011,1164.4166,2,1,3,4,2012
40058,2011,1187,2,1,3,4,2012
40059,2011,1276.4,4,1,3,4,2009
40060,2011,1170.1111,4,1,3,4,2009
40061,2011,976.20831,2,0,3,4,0
40062,2011,1140.3334,4,1,4,4,2010
40063,2011,1049.5,2,0,4,4,0
40064,2011,1190.0476,2,0,4,4,0
40065,2011,1113.3704,2,0,4,4,0
40066,2011,1148.238,2,0,4,4,0
40067,2011,1203.8846,2,0,5,4,0
40068,2011,1257.4762,4,1,5,4,2006
40069,2011,1181.3846,4,1,5,4,2004
40070,2011,1233.1154,4,1,5,4,2010
40071,2011,1185.36,2,0,6,4,0
40072,2011,1148.6666,4,1,6,4,2006
40073,2011,1265.5217,2,0,6,4,0
40074,2011,1143.8572,2,0,6,4,0
40075,2011,1054.0714,2,0,7,4,0
40076,2011,1070.5333,2,0,7,4,0
40077,2011,1094.5313,5,1,7,4,2008
40078,2011,1038.6666,2,0,7,4,0
40079,2011,1077.6129,2,0,8,4,0
40080,2011,1222.1666,2,1,8,4,2011
40081,2011,1170.1428,2,0,8,4,0
40082,2011,1205.5333,4,1,8,4,2006
40083,2011,1112.3226,2,0,8,4,0
40084,2011,1185.2142,2,0,8,4,0
40085,2011,1024.3199,2,0,9,4,0
40086,2011,1084.3549,2,0,9,4,0
40087,2011,1140.0667,2,0,9,4,0
40088,2011,1094.5333,2,0,9,4,0
40089,2011,1191.0938,2,1,9,4,2012
40090,2011,1180,4,1,9,4,2005
40091,2011,1133.4445,2,0,10,4,0
40092,2011,1098.8334,2,0,10,4,0
40093,2011,1075.3572,2,1,10,4,2011
40094,2011,1103.9032,2,0,10,4,0
40095,2011,1030.5186,4,1,10,4,2009
40096,2011,1113.9166,2,0,10,4,0
40097,2011,1234.1786,4,1,11,4,2005
40098,2011,1133.1904,2,0,11,4,0
40099,2011,1151.4642,4,1,11,4,2004
40100,2011,1044.92,4,1,11,4,2004
40101,2011,1180.4517,2,0,11,4,0
40102,2011,1224.381,2,0,12,4,0
40103,2011,1146.4762,4,1,12,4,2008
40104,2011,1176.3125,2,0,12,4,0
40105,2011,1195.0714,2,0,12,4,0
40106,2011,1186.4091,3,1,12,4,2007
40107,2011,1004.8148,2,0,12,4,0
40108,2011,1214.9375,2,0,12,4,0
40109,2011,1091.0385,2,0,13,4,0
40110,2011,1152.7813,4,1,13,4,2007
40111,2011,1022.6451,2,0,13,4,0
40112,2011,1122.04,4,1,13,4,2006
40113,2011,1060.0625,2,0,13,4,0
40114,2011,1175.4,2,0,13,4,0
40115,2011,1114.9131,2,0,14,4,0
40116,2011,1151.6129,2,0,14,4,0
40117,2011,1251.3549,2,0,14,4,0
40118,2011,1116.3438,2,1,14,4,2011
40119,2011,1135.6666,2,0,14,4,0
40120,2011,1248.5862,4,1,14,4,2006
40121,2011,1104.1538,2,0,14,4,0
40122,2011,976.64001,4,1,15,4,2007
40123,2011,1034.4828,2,0,15,4,0
40124,2011,1066.7407,4,1,15,4,2010
40125,2011,1154.4399,4,1,15,4,2004
40126,2011,1200.2609,4,1,16,4,2009
40127,2011,1282.1154,4,1,16,4,2009
40128,2011,1187.1666,4,1,16,4,2009
40129,2011,1158.5714,4,1,16,4,2008
40130,2011,1151.0646,4,1,16,4,2010
40131,2011,1136.7727,2,0,17,4,0
40132,2011,1177.3871,2,1,17,4,2012
40133,2011,1270.6072,4,1,17,4,2007
40134,2011,1235.6,4,1,17,4,2005
40135,2011,1285.9231,4,1,17,4,2006
40136,2011,1222.826,2,0,17,4,0
40137,2011,1150.238,2,1,17,4,2011
40138,2011,1115.2188,2,0,18,4,0
40139,2011,1222.238,2,0,18,4,0
40140,2011,1147,4,1,18,4,2008
40141,2011,1186.8572,2,0,18,4,0
40142,2011,1184.9048,4,1,18,4,2009
40143,2011,1125.2069,4,1,18,4,2009
40144,2011,1014.2308,2,0,18,4,0
40145,2011,1015.2083,4,1,19,4,2004
40146,2011,1141.0714,2,0,19,4,0
40147,2011,1051.2759,2,1,19,4,2011
40148,2011,1078.3871,2,1,19,4,2011
40149,2011,1085.2084,2,0,20,4,0
40150,2011,1211.4584,2,0,20,4,0
40151,2011,1032.7188,2,0,20,4,0
40152,2011,1050.76,2,0,20,4,0
40153,2011,1145.7727,4,1,20,4,2004
40154,2011,1110.0769,2,0,20,4,0
40155,2011,1159.9048,2,0,21,4,0
40156,2011,1106.0938,4,1,21,4,2006
40157,2011,1138.1923,4,1,21,4,2004
40158,2011,1205.8889,2,0,21,4,0
40159,2011,1275.4,4,1,21,4,2006
40160,2011,1068.381,2,0,21,4,0
40161,2011,1240.6,4,1,21,4,2010
40162,2011,1156,4,1,22,4,2007
40163,2011,1165.2,2,0,22,4,0
40164,2011,1231.2581,4,1,22,4,2008
40165,2011,1077.1563,4,1,22,4,2004
40166,2011,1196.5,2,0,22,4,0
40167,2011,1148.3334,4,1,22,4,2008
40168,2011,1179.5,2,0,22,4,0
40169,2011,1074.9615,2,0,23,4,0
40170,2011,1161.9354,2,0,23,4,0
40171,2011,1134.2963,4,1,23,4,2008
40172,2011,1125.0385,2,0,23,4,0
40173,2011,977.35486,2,0,23,4,0
40174,2011,1054.7037,2,0,23,4,0
40175,2011,1031.6451,2,0,24,4,0
40176,2011,1104.1786,2,0,24,4,0
40177,2011,1104.1786,2,0,24,4,0
40178,2011,1034.0322,2,0,24,4,0
40179,2011,1066.7241,4,1,24,4,2005
40180,2011,1155.2667,4,1,25,4,2005
40181,2011,1315.5,4,1,25,4,2005
40182,2011,1077.1154,2,0,25,4,0
40183,2011,1126.4063,2,0,25,4,0
40184,2011,1047.2084,2,0,25,4,0
40185,2011,1213.1538,2,0,25,4,0
40186,2011,1264.5601,2,1,25,4,2011
40187,2011,1202.5,2,0,26,4,0
40188,2011,1252.826,4,1,26,4,2008
40189,2011,1168.2858,4,1,26,4,2007
40190,2011,1070.0834,2,0,26,4,0
40191,2011,1112.0834,2,1,26,4,2011
40192,2011,1260.5862,4,1,26,4,2006
40193,2011,1155.0385,4,1,26,4,2008
40194,2011,1193.36,4,1,27,4,2004
40195,2011,1201.2963,4,1,27,4,2010
40196,2011,1212.5938,4,1,27,4,2005
40197,2011,1123.6801,2,0,27,4,0
40198,2011,1226.9678,2,0,27,4,0
40199,2011,1226.6364,2,0,28,4,0
40200,2011,1314.2,4,1,28,4,2009
40201,2011,1140.2916,2,0,28,4,0
40202,2011,1073.4286,2,0,28,4,0
40203,2011,1187.8182,2,0,29,4,0
40204,2011,1050.5807,2,0,29,4,0
40205,2011,1120.6666,2,0,29,4,0
40206,2011,1242.6296,2,1,29,4,2012
40207,2011,1194.7419,2,0,29,4,0
40208,2011,1071.25,2,0,30,4,0
40209,2011,1356.3334,2,0,30,4,0
40210,2011,1075.3871,4,1,30,4,2005
40211,2011,1161.0714,4,1,30,4,2004
40212,2011,1183.7273,4,1,31,4,2006
40213,2011,1149.2858,4,1,31,4,2008
40214,2011,1240.0869,4,1,31,4,2010
40215,2011,1197.9231,2,0,31,4,0
40216,2011,1180.6364,4,1,31,4,2010
40217,2011,1111.375,2,0,32,4,0
40218,2011,1141.0333,4,1,32,4,2004
40219,2011,1180.3125,4,1,32,4,2006
40220,2011,1047.8077,2,0,32,4,0
40221,2011,1107.0909,2,0,32,4,0
40222,2011,1145.5938,2,0,32,4,0
40223,2011,1166.4091,2,0,32,4,0
40224,2011,1135.375,2,0,33,4,0
40225,2011,1291.1904,2,0,33,4,0
40226,2011,1148.1428,2,0,33,4,0
40227,2011,1128.4642,2,0,33,4,0
40228,2011,1068.2413,2,0,33,4,0
40229,2011,1174.5601,2,0,33,4,0
40230,2011,1221,4,1,34,4,2006
40231,2011,1027.2142,2,0,34,4,0
40232,2011,1120.5769,4,1,34,4,2007
40233,2011,1224.4814,4,1,34,4,2006
40234,2011,1191.1111,4,1,34,4,2005
40235,2011,1080.1818,2,0,34,4,0
40236,2011,1179.1428,4,1,35,4,2010
40237,2011,1158.238,4,1,35,4,2004
40238,2011,1070.2273,4,1,35,4,2004
40239,2011,934.77417,2,0,35,4,0
40240,2011,1179.96,2,0,35,4,0
40241,2011,1125.4517,2,0,36,4,0
40242,2011,1065.6666,2,0,36,4,0
40243,2011,1156.5601,1,0,36,4,0
40244,2011,975.43475,2,0,36,4,0
40245,2011,1087.0322,2,0,36,4,0
40246,2011,1178.174,2,0,36,4,0
40247,2011,1105.3871,2,0,37,4,0
40248,2011,1157.8572,2,1,37,4,2011
40249,2011,1210.0625,2,0,37,4,0
40250,2011,1170.0344,4,1,37,4,2005
40251,2011,1121.5625,4,1,38,4,2007
40252,2011,1088.5769,4,1,38,4,2008
40253,2011,1149.8636,2,0,38,4,0
40254,2011,1045.6774,4,1,38,4,2005
40255,2011,1166.2916,4,1,38,4,2009
40256,2011,1062.6364,2,1,38,4,2011
40257,2011,1244.25,2,0,39,4,0
40258,2011,1179.7241,2,0,39,4,0
40259,2011,1178.1786,2,0,39,4,0
40260,2011,1232.8572,2,0,39,4,0
40261,2011,1185.069,4,1,39,4,2006
40262,2011,1250.2,4,1,39,4,2005
40263,2011,1143.1875,4,1,40,4,2010
40264,2011,1163.0476,2,0,40,4,0
40265,2011,1220.3334,4,1,40,4,2004
40266,2011,1166.5555,2,0,40,4,0
40267,2011,1118.8096,2,1,40,4,2012
40268,2011,975.03705,2,0,40,4,0
40269,2011,1128.8438,2,0,41,4,0
40270,2011,1260.2413,2,1,41,4,2011
40271,2011,1336.1613,4,1,41,4,2009
40272,2011,1099.9615,2,0,41,4,0
40273,2011,990.96667,2,0,42,4,0
40274,2011,1196.7778,2,1,42,4,2012
40275,2011,1043.9259,3,1,42,4,2006
40276,2011,1042.24,2,0,42,4,0
40277,2011,1036.2858,2,0,42,4,0
40278,2011,1036.72,4,1,42,4,2005
40279,2011,1307.7097,4,1,43,4,2006
40280,2011,1268.4399,4,1,43,4,2005
40281,2011,1118.0769,2,0,43,4,0
40282,2011,1123.9546,2,0,43,4,0
40283,2011,1254.9131,4,1,43,4,2007
40284,2011,1097.5667,4,1,44,4,2004
40285,2011,1143.4615,4,1,44,4,2008
40286,2011,1367.174,4,1,44,4,2006
40287,2011,1132.2593,4,1,44,4,2007
50001,2011,1242.4546,4,1,1,5,2008
50002,2011,1106.8438,2,1,2,5,2011
50003,2011,1061.7407,2,0,3,5,0
50004,2011,1161.9048,4,1,4,5,2005
50005,2011,1173.7826,4,1,5,5,2005
50006,2011,1156.069,2,0,6,5,0
50007,2011,1025.4333,2,0,7,5,0
50008,2011,1156.96,2,0,8,5,0
50009,2011,1099.5172,2,1,9,5,2012
50010,2011,1235.6296,4,1,10,5,2008
50011,2011,1173.5625,4,1,11,5,2007
50012,2011,1155.9688,2,1,12,5,2011
50013,2011,1236.4348,4,1,13,5,2005
50014,2011,1221.9642,4,1,14,5,2006
50015,2011,1267.1305,4,1,15,5,2009
50016,2011,1115.4828,2,1,16,5,2011
50017,2011,1146.5,2,0,17,5,0
50018,2011,1197.08,4,1,18,5,2004
50019,2011,1194.8096,2,0,19,5,0
50020,2011,1271.4517,4,1,20,5,2008
50021,2011,1033.8695,2,0,21,5,0
50022,2011,1096.5938,2,0,22,5,0
50023,2011,1027.1379,4,1,23,5,2004
50024,2011,1105.9546,4,1,24,5,2004
50025,2011,1182.375,4,1,25,5,2008
50026,2011,1158.7,4,1,26,5,2010
50027,2011,1189.0385,4,1,27,5,2009
50028,2011,1220.2,2,1,28,5,2012
50029,2011,1141.8572,2,0,29,5,0
50030,2011,1065.6666,2,1,30,5,2012
50031,2011,1189.0952,4,1,31,5,2009
50032,2011,1109.7037,2,0,32,5,0
50033,2011,1074.1,2,0,33,5,0
50034,2011,1190.2813,5,1,34,5,2004
50035,2011,1140.4482,4,1,35,5,2008
50036,2011,1069.0454,2,0,36,5,0
50037,2011,1166.0476,2,0,37,5,0
50038,2011,1183.3,3,1,38,5,2012
50039,2011,1156.4333,2,0,39,5,0
50040,2011,1279.0358,2,0,40,5,0
50041,2011,1274.037,4,1,41,5,2004
50042,2011,1280.5238,4,1,42,5,2004
50043,2011,1186.3043,2,0,43,5,0
50044,2011,1214.5927,4,1,44,5,2005
50045,2011,1133.6666,2,1,1,5,2012
50046,2011,1250.6552,2,1,1,5,2011
50047,2011,1128.6333,4,1,1,5,2010
50048,2011,1219.7273,2,1,1,5,2012
50049,2011,1167.4783,4,1,2,5,2008
50050,2011,1050.6875,4,1,2,5,2009
50051,2011,1086.8695,4,1,2,5,2010
50052,2011,969,2,0,2,5,0
50053,2011,1153.4783,4,1,2,5,2005
50054,2011,1061,4,1,2,5,2009
50055,2011,1049.3077,2,0,2,5,0
50056,2011,1111.3043,4,1,3,5,2007
50057,2011,1268.5,2,0,3,5,0
50058,2011,1324.8,2,1,3,5,2012
50059,2011,1043.5333,2,1,3,5,2011
50060,2011,1144.4333,2,0,3,5,0
50061,2011,1089,2,0,3,5,0
50062,2011,1115.5,2,1,3,5,2012
50063,2011,1251.7407,4,1,4,5,2006
50064,2011,1197.5769,4,1,4,5,2006
50065,2011,1137.8928,2,0,4,5,0
50066,2011,1146.1923,2,0,4,5,0
50067,2011,1047.2727,2,0,4,5,0
50068,2011,1182.375,2,0,4,5,0
50069,2011,1186.6923,4,1,4,5,2006
50070,2011,1105.2667,2,1,5,5,2012
50071,2011,982.74194,2,0,5,5,0
50072,2011,1108.2727,4,1,5,5,2009
50073,2011,1039.4073,2,0,5,5,0
50074,2011,1104.1154,2,0,6,5,0
50075,2011,1098.6666,2,0,6,5,0
50076,2011,1175,2,0,6,5,0
50077,2011,1140.1538,4,1,6,5,2007
50078,2011,1228.9166,4,1,6,5,2009
50079,2011,1251.0322,2,0,6,5,0
50080,2011,1172.7188,2,0,7,5,0
50081,2011,1232.3214,2,1,7,5,2011
50082,2011,1109.7916,2,0,7,5,0
50083,2011,1173.8334,4,1,7,5,2004
50084,2011,1159.238,2,1,7,5,2012
50085,2011,979.96002,4,1,8,5,2009
50086,2011,1091.25,2,0,8,5,0
50087,2011,1077.0769,2,0,8,5,0
50088,2011,1170.8077,4,1,8,5,2008
50089,2011,1085.6364,2,0,8,5,0
50090,2011,1048.8928,4,1,8,5,2008
50091,2011,1189.8125,2,0,9,5,0
50092,2011,1049.2693,2,1,9,5,2011
50093,2011,1260.1428,2,0,9,5,0
50094,2011,1127.7407,4,1,9,5,2009
50095,2011,1186.5483,2,0,9,5,0
50096,2011,1258.1379,4,1,9,5,2010
50097,2011,1202.6923,2,1,9,5,2012
50098,2011,1111.963,4,1,10,5,2004
50099,2011,1264.75,2,0,10,5,0
50100,2011,1182.375,4,1,10,5,2007
50101,2011,1120.963,2,0,10,5,0
50102,2011,1066.125,4,1,11,5,2006
50103,2011,1046.8928,2,0,11,5,0
50104,2011,1109.2174,2,0,11,5,0
50105,2011,1168.7037,4,1,11,5,2004
50106,2011,1098.5217,2,0,11,5,0
50107,2011,1237.6538,4,1,11,5,2006
50108,2011,1196.2858,2,0,12,5,0
50109,2011,1145.0435,2,1,12,5,2011
50110,2011,1165.6522,2,0,12,5,0
50111,2011,1266.5938,2,0,12,5,0
50112,2011,1074.8214,2,0,13,5,0
50113,2011,1163.381,2,0,13,5,0
50114,2011,1180.7916,4,1,13,5,2005
50115,2011,1194.7826,4,1,13,5,2008
50116,2011,1200.3334,4,1,13,5,2008
50117,2011,1085.4286,2,0,13,5,0
50118,2011,1134.2858,2,0,13,5,0
50119,2011,1186.3478,2,0,14,5,0
50120,2011,1107.3334,2,0,14,5,0
50121,2011,1069.6086,2,0,14,5,0
50122,2011,1276.3462,2,0,14,5,0
50123,2011,1197.3214,2,1,14,5,2012
50124,2011,1337.5714,2,0,14,5,0
50125,2011,1198.4286,4,1,15,5,2005
50126,2011,1214.2609,4,1,15,5,2007
50127,2011,1143.7916,2,0,15,5,0
50128,2011,1237.24,4,1,15,5,2008
50129,2011,1017.5238,2,0,15,5,0
50130,2011,1038.826,2,0,15,5,0
50131,2011,1202.4667,4,1,16,5,2007
50132,2011,1109.6451,2,1,16,5,2012
50133,2011,1111.1333,4,1,16,5,2008
50134,2011,998.46155,2,0,16,5,0
50135,2011,1194.9354,4,1,16,5,2010
50136,2011,1092.8182,4,1,17,5,2004
50137,2011,1171,4,1,17,5,2005
50138,2011,1102.125,2,0,17,5,0
50139,2011,1275.3182,4,1,17,5,2005
50140,2011,1228.8064,2,0,17,5,0
50141,2011,1144.0769,2,1,17,5,2011
50142,2011,1276.8148,4,1,17,5,2006
50143,2011,1250.9524,2,0,18,5,0
